country,city,location,date,susceptible,infected,delta_infected,recovered,deaths,density,pm25,pm10,pm1,particle_pollution,no2,co,so2,o3,aqi
Australia,Queensland,"Australia, Queensland",2020-01-23,5095100,0,0.0,0,0,3.3,27.8181818181818,25.4545454545455,,,3.68888888888889,2.275,1.5875,12.175,
Australia,Queensland,"Australia, Queensland",2020-01-24,5095100,0,0.0,0,0,3.3,42.0,31.1818181818182,,,3.18888888888889,3.0375,2.38571428571429,9.6875,
Australia,Queensland,"Australia, Queensland",2020-01-25,5095100,0,0.0,0,0,3.3,30.7,26.4,,,2.375,1.95714285714286,1.78,10.4571428571429,
Australia,Queensland,"Australia, Queensland",2020-01-26,5095100,0,0.0,0,0,3.3,25.2,17.0,,,3.025,2.6,2.07142857142857,13.7428571428571,
Australia,Queensland,"Australia, Queensland",2020-01-27,5095100,0,0.0,0,0,3.3,40.9,22.0,,,2.2,3.15714285714286,1.5,13.4428571428571,
Australia,Queensland,"Australia, Queensland",2020-01-28,5095100,0,0.5,0,0,3.3,29.8,18.6,,,3.3375,3.0,2.9,10.4285714285714,
Australia,Queensland,"Australia, Queensland",2020-01-29,5095099,1,1.5,0,0,3.3,34.9090909090909,20.1818181818182,,,3.2125,2.9125,1.27142857142857,12.45,
Australia,Queensland,"Australia, Queensland",2020-01-30,5095097,3,0.5,0,0,3.3,30.0,20.0,,,3.93333333333333,2.77142857142857,1.7125,13.4375,
Australia,Queensland,"Australia, Queensland",2020-01-31,5095098,2,0.0,0,0,3.3,45.6363636363636,26.9090909090909,,,4.4,2.72857142857143,3.37142857142857,12.625,
Australia,Queensland,"Australia, Queensland",2020-02-01,5095097,3,0.0,0,0,3.3,25.8181818181818,23.2727272727273,,,4.16666666666667,2.4125,2.15714285714286,12.65,38.0
Australia,Queensland,"Australia, Queensland",2020-02-02,5095098,2,-0.5,0,0,3.3,26.9090909090909,18.7272727272727,,,2.45555555555556,2.525,1.81428571428571,11.9125,25.0
Australia,Queensland,"Australia, Queensland",2020-02-03,5095098,2,0.5,0,0,3.3,20.0,14.9090909090909,,,2.47777777777778,2.3125,2.25,11.4625,32.0
Australia,Queensland,"Australia, Queensland",2020-02-04,5095097,3,0.5,0,0,3.3,36.4545454545455,22.3636363636364,,,2.27777777777778,2.95,2.44285714285714,11.85,40.0
Australia,Queensland,"Australia, Queensland",2020-02-05,5095097,3,0.5,0,0,3.3,22.9090909090909,17.0,,,2.8,2.375,2.37142857142857,10.125,43.0
Australia,Queensland,"Australia, Queensland",2020-02-06,5095096,4,1.0,0,0,3.3,26.7272727272727,16.3636363636364,,,3.87777777777778,2.6,1.4,9.075,46.0
Australia,Queensland,"Australia, Queensland",2020-02-07,5095095,5,0.5,0,0,3.3,29.1818181818182,16.9090909090909,,,3.61111111111111,2.6875,2.38333333333333,11.475,52.0
Australia,Queensland,"Australia, Queensland",2020-02-08,5095095,5,0.0,0,0,3.3,25.7272727272727,16.6363636363636,,,2.6625,2.775,1.51428571428571,11.125,74.0
Australia,Queensland,"Australia, Queensland",2020-02-09,5095095,5,0.0,0,0,3.3,15.7272727272727,15.6363636363636,,,1.66666666666667,2.4,1.11428571428571,10.95,110.0
Australia,Queensland,"Australia, Queensland",2020-02-10,5095095,5,0.0,0,0,3.3,19.8181818181818,15.7272727272727,,,3.31111111111111,2.5875,1.92857142857143,11.4625,73.0
Australia,Queensland,"Australia, Queensland",2020-02-11,5095095,5,0.0,0,0,3.3,22.1818181818182,15.0,,,3.77777777777778,2.3875,1.8375,13.3375,61.0
Australia,Queensland,"Australia, Queensland",2020-02-12,5095095,5,0.0,0,0,3.3,14.5454545454545,10.0909090909091,,,2.96666666666667,1.91428571428571,1.2,10.875,32.0
Australia,Queensland,"Australia, Queensland",2020-02-13,5095095,5,0.0,0,0,3.3,15.2727272727273,11.7272727272727,,,2.75555555555556,2.0625,1.18571428571429,8.9375,22.0
Australia,Queensland,"Australia, Queensland",2020-02-14,5095095,5,0.0,0,0,3.3,17.0909090909091,13.4545454545455,,,2.91111111111111,2.0375,1.75,10.225,21.0
Australia,Queensland,"Australia, Queensland",2020-02-15,5095095,5,0.0,0,0,3.3,19.0909090909091,13.7272727272727,,,2.73333333333333,1.9125,1.375,9.6,14.0
Australia,Queensland,"Australia, Queensland",2020-02-16,5095095,5,0.0,0,0,3.3,15.4545454545455,11.4545454545455,,,1.88888888888889,1.675,2.025,8.9125,17.0
Australia,Queensland,"Australia, Queensland",2020-02-17,5095095,5,0.0,0,0,3.3,16.0909090909091,12.2727272727273,,,4.11111111111111,2.1125,1.5,7.975,35.0
Australia,Queensland,"Australia, Queensland",2020-02-18,5095095,5,0.0,0,0,3.3,19.4545454545455,14.9090909090909,,,4.0,1.9875,2.05714285714286,12.225,34.0
Australia,Queensland,"Australia, Queensland",2020-02-19,5095095,5,0.0,0,0,3.3,18.8181818181818,16.1818181818182,,,2.62222222222222,1.725,1.3,12.95,48.0
Australia,Queensland,"Australia, Queensland",2020-02-20,5095095,5,0.0,0,0,3.3,17.4545454545455,14.4545454545455,,,3.12222222222222,1.88571428571429,1.25,12.7,44.0
Australia,Queensland,"Australia, Queensland",2020-02-21,5095095,4,0.0,1,0,3.3,18.0909090909091,13.0909090909091,,,2.63333333333333,1.7625,1.7375,10.975,28.0
Australia,Queensland,"Australia, Queensland",2020-02-22,5095095,4,0.0,1,0,3.3,16.7272727272727,12.8181818181818,,,2.6,2.04285714285714,1.78571428571429,10.675,29.0
Australia,Queensland,"Australia, Queensland",2020-02-23,5095095,4,0.0,1,0,3.3,17.6363636363636,13.4545454545455,,,2.68888888888889,1.85,1.5375,12.4125,29.0
Australia,Queensland,"Australia, Queensland",2020-02-24,5095095,4,0.0,1,0,3.3,19.4545454545455,15.2727272727273,,,4.16666666666667,2.27142857142857,2.02857142857143,10.8125,39.0
Australia,Queensland,"Australia, Queensland",2020-02-25,5095095,4,0.0,1,0,3.3,19.1818181818182,14.0,,,4.22222222222222,1.9625,1.8125,9.8375,70.0
Australia,Queensland,"Australia, Queensland",2020-02-26,5095095,4,0.0,1,0,3.3,16.0,13.1818181818182,,,3.78888888888889,1.9,2.1,10.9,28.0
Australia,Queensland,"Australia, Queensland",2020-02-27,5095095,4,0.0,1,0,3.3,18.8181818181818,18.2727272727273,,,3.17777777777778,1.6875,1.55,10.2375,39.0
Australia,Queensland,"Australia, Queensland",2020-02-28,5095095,4,2.0,1,0,3.3,17.2727272727273,13.5454545454545,,,3.27777777777778,1.825,1.75714285714286,10.8375,29.0
Australia,Queensland,"Australia, Queensland",2020-02-29,5095091,8,2.0,1,0,3.3,15.4545454545455,12.0909090909091,,,2.94444444444444,1.8,1.95,10.75,21.0
Australia,Queensland,"Australia, Queensland",2020-03-01,5095091,8,0.0,1,0,3.3,18.3636363636364,13.6363636363636,,,3.1,1.9625,1.575,11.6375,28.0
Australia,Queensland,"Australia, Queensland",2020-03-02,5095091,8,1.0,1,0,3.3,20.0,16.3636363636364,,,4.0,1.8125,1.3875,12.8875,
Australia,Queensland,"Australia, Queensland",2020-03-03,5095089,10,1.0,1,0,3.3,20.0,15.0909090909091,,,2.13333333333333,1.7875,1.26666666666667,11.225,
Australia,Queensland,"Australia, Queensland",2020-03-04,5095089,10,1.0,1,0,3.3,16.2727272727273,13.2727272727273,,,4.78888888888889,2.125,1.25,10.4375,
Australia,Queensland,"Australia, Queensland",2020-03-05,5095087,5,1.0,8,0,3.3,16.5454545454545,11.5454545454545,,,5.35555555555556,1.9625,1.225,10.225,
Australia,Queensland,"Australia, Queensland",2020-03-06,5095087,5,0.0,8,0,3.3,16.3636363636364,10.6363636363636,,,2.63333333333333,1.9375,1.28571428571429,11.425,
Australia,Queensland,"Australia, Queensland",2020-03-07,5095087,5,1.0,8,0,3.3,14.3636363636364,10.5454545454545,,,2.13333333333333,2.1625,2.35,11.625,
Australia,Queensland,"Australia, Queensland",2020-03-08,5095085,7,1.0,8,0,3.3,12.9090909090909,9.54545454545454,,,2.0375,1.9625,1.52857142857143,9.9,
Australia,Queensland,"Australia, Queensland",2020-03-09,5095085,7,1.5,8,0,3.3,12.8181818181818,9.27272727272727,,,2.8,2.125,1.55,9.9625,
Australia,Queensland,"Australia, Queensland",2020-03-10,5095082,10,2.5,8,0,3.3,13.5454545454545,10.5454545454545,,,4.61111111111111,1.75,1.3875,10.2375,
Australia,Queensland,"Australia, Queensland",2020-03-11,5095080,12,1.0,8,0,3.3,16.0,11.9090909090909,,,4.82222222222222,1.7,1.3375,10.45,
Australia,Queensland,"Australia, Queensland",2020-03-12,5095080,12,7.5,8,0,3.3,14.8181818181818,11.6363636363636,,,4.51111111111111,1.6375,1.4,10.1,
Australia,Queensland,"Australia, Queensland",2020-03-13,5095065,27,13.0,8,0,3.3,15.4545454545455,12.6363636363636,,,3.92222222222222,1.6375,1.31428571428571,10.4,
Australia,Queensland,"Australia, Queensland",2020-03-14,5095054,38,13.0,8,0,3.3,16.6,12.0,,,3.5125,1.1,2.4,11.7714285714286,
Australia,Queensland,"Australia, Queensland",2020-03-15,5095039,53,11.0,8,0,3.3,12.0909090909091,8.90909090909091,,,2.225,1.425,1.64285714285714,10.625,
Australia,Queensland,"Australia, Queensland",2020-03-16,5095032,60,8.5,8,0,3.3,12.5454545454545,10.0,,,2.86666666666667,1.75,1.9375,8.95,
Australia,Queensland,"Australia, Queensland",2020-03-17,5095022,70,13.0,8,0,3.3,14.0,11.4545454545455,,,3.65555555555556,1.9625,1.26666666666667,9.325,
Australia,Queensland,"Australia, Queensland",2020-03-18,5095006,86,33.0,8,0,3.3,15.6363636363636,14.1818181818182,,,4.85555555555556,1.75,1.64285714285714,11.325,
Australia,Queensland,"Australia, Queensland",2020-03-19,5094956,136,45.0,8,0,3.3,19.3636363636364,17.2727272727273,,,6.92222222222222,2.225,1.3125,11.95,
Australia,Queensland,"Australia, Queensland",2020-03-20,5094916,176,38.5,8,0,3.3,19.9090909090909,16.5454545454545,,,5.48888888888889,1.8875,1.1,12.5625,
Australia,Queensland,"Australia, Queensland",2020-03-21,5094879,213,37.5,8,0,3.3,19.6363636363636,14.7272727272727,,,2.61111111111111,1.5625,1.35714285714286,12.175,
Australia,Queensland,"Australia, Queensland",2020-03-22,5094841,251,49.0,8,0,3.3,18.1818181818182,13.3636363636364,,,2.41111111111111,1.75,1.45,12.7375,
Australia,Queensland,"Australia, Queensland",2020-03-23,5094781,311,69.0,8,0,3.3,15.6363636363636,11.8181818181818,,,2.65555555555556,1.5875,1.15,11.5125,
Australia,Queensland,"Australia, Queensland",2020-03-24,5094703,389,62.0,8,0,3.3,14.6363636363636,10.6363636363636,,,3.18888888888889,1.6,1.34285714285714,9.2875,
Australia,Queensland,"Australia, Queensland",2020-03-25,5094657,435,48.0,8,0,3.3,15.5,11.4,,,4.075,1.56666666666667,0.885714285714286,8.87142857142857,
Australia,Queensland,"Australia, Queensland",2020-03-26,5094607,484,56.0,8,1,3.3,16.4545454545455,11.9090909090909,,,3.68888888888889,1.6375,1.1,12.7875,
Australia,Queensland,"Australia, Queensland",2020-03-27,5094545,546,66.0,8,1,3.3,18.5454545454545,13.6363636363636,,,3.87777777777778,1.6625,1.31428571428571,9.675,
Australia,Queensland,"Australia, Queensland",2020-03-28,5094475,616,50.5,8,1,3.3,19.1818181818182,13.4545454545455,,,3.05555555555556,1.5375,1.15,11.5,
Australia,South Australia,"Australia, South Australia",2020-01-23,1751693,0,0.0,0,0,3.3,27.8181818181818,25.4545454545455,,,3.68888888888889,2.275,1.5875,12.175,
Australia,South Australia,"Australia, South Australia",2020-01-24,1751693,0,0.0,0,0,3.3,42.0,31.1818181818182,,,3.18888888888889,3.0375,2.38571428571429,9.6875,
Australia,South Australia,"Australia, South Australia",2020-01-25,1751693,0,0.0,0,0,3.3,30.7,26.4,,,2.375,1.95714285714286,1.78,10.4571428571429,
Australia,South Australia,"Australia, South Australia",2020-01-26,1751693,0,0.0,0,0,3.3,25.2,17.0,,,3.025,2.6,2.07142857142857,13.7428571428571,
Australia,South Australia,"Australia, South Australia",2020-01-27,1751693,0,0.0,0,0,3.3,40.9,22.0,,,2.2,3.15714285714286,1.5,13.4428571428571,
Australia,South Australia,"Australia, South Australia",2020-01-28,1751693,0,0.0,0,0,3.3,29.8,18.6,,,3.3375,3.0,2.9,10.4285714285714,
Australia,South Australia,"Australia, South Australia",2020-01-29,1751693,0,0.0,0,0,3.3,34.9090909090909,20.1818181818182,,,3.2125,2.9125,1.27142857142857,12.45,
Australia,South Australia,"Australia, South Australia",2020-01-30,1751693,0,0.0,0,0,3.3,30.0,20.0,,,3.93333333333333,2.77142857142857,1.7125,13.4375,
Australia,South Australia,"Australia, South Australia",2020-01-31,1751693,0,0.5,0,0,3.3,45.6363636363636,26.9090909090909,,,4.4,2.72857142857143,3.37142857142857,12.625,
Australia,South Australia,"Australia, South Australia",2020-02-01,1751692,1,1.0,0,0,3.3,25.8181818181818,23.2727272727273,,,4.16666666666667,2.4125,2.15714285714286,12.65,38.0
Australia,South Australia,"Australia, South Australia",2020-02-02,1751691,2,0.5,0,0,3.3,26.9090909090909,18.7272727272727,,,2.45555555555556,2.525,1.81428571428571,11.9125,25.0
Australia,South Australia,"Australia, South Australia",2020-02-03,1751691,2,0.0,0,0,3.3,20.0,14.9090909090909,,,2.47777777777778,2.3125,2.25,11.4625,32.0
Australia,South Australia,"Australia, South Australia",2020-02-04,1751691,2,0.0,0,0,3.3,36.4545454545455,22.3636363636364,,,2.27777777777778,2.95,2.44285714285714,11.85,40.0
Australia,South Australia,"Australia, South Australia",2020-02-05,1751691,2,0.0,0,0,3.3,22.9090909090909,17.0,,,2.8,2.375,2.37142857142857,10.125,43.0
Australia,South Australia,"Australia, South Australia",2020-02-06,1751691,2,0.0,0,0,3.3,26.7272727272727,16.3636363636364,,,3.87777777777778,2.6,1.4,9.075,46.0
Australia,South Australia,"Australia, South Australia",2020-02-07,1751691,2,0.0,0,0,3.3,29.1818181818182,16.9090909090909,,,3.61111111111111,2.6875,2.38333333333333,11.475,52.0
Australia,South Australia,"Australia, South Australia",2020-02-08,1751691,2,0.0,0,0,3.3,25.7272727272727,16.6363636363636,,,2.6625,2.775,1.51428571428571,11.125,74.0
Australia,South Australia,"Australia, South Australia",2020-02-09,1751691,2,0.0,0,0,3.3,15.7272727272727,15.6363636363636,,,1.66666666666667,2.4,1.11428571428571,10.95,110.0
Australia,South Australia,"Australia, South Australia",2020-02-10,1751691,2,0.0,0,0,3.3,19.8181818181818,15.7272727272727,,,3.31111111111111,2.5875,1.92857142857143,11.4625,73.0
Australia,South Australia,"Australia, South Australia",2020-02-11,1751691,2,0.0,0,0,3.3,22.1818181818182,15.0,,,3.77777777777778,2.3875,1.8375,13.3375,61.0
Australia,South Australia,"Australia, South Australia",2020-02-12,1751691,2,0.0,0,0,3.3,14.5454545454545,10.0909090909091,,,2.96666666666667,1.91428571428571,1.2,10.875,32.0
Australia,South Australia,"Australia, South Australia",2020-02-13,1751691,2,0.0,0,0,3.3,15.2727272727273,11.7272727272727,,,2.75555555555556,2.0625,1.18571428571429,8.9375,22.0
Australia,South Australia,"Australia, South Australia",2020-02-14,1751691,2,0.0,0,0,3.3,17.0909090909091,13.4545454545455,,,2.91111111111111,2.0375,1.75,10.225,21.0
Australia,South Australia,"Australia, South Australia",2020-02-15,1751691,2,0.0,0,0,3.3,19.0909090909091,13.7272727272727,,,2.73333333333333,1.9125,1.375,9.6,14.0
Australia,South Australia,"Australia, South Australia",2020-02-16,1751691,2,0.0,0,0,3.3,15.4545454545455,11.4545454545455,,,1.88888888888889,1.675,2.025,8.9125,17.0
Australia,South Australia,"Australia, South Australia",2020-02-17,1751691,0,0.0,2,0,3.3,16.0909090909091,12.2727272727273,,,4.11111111111111,2.1125,1.5,7.975,35.0
Australia,South Australia,"Australia, South Australia",2020-02-18,1751691,0,0.0,2,0,3.3,19.4545454545455,14.9090909090909,,,4.0,1.9875,2.05714285714286,12.225,34.0
Australia,South Australia,"Australia, South Australia",2020-02-19,1751691,0,0.0,2,0,3.3,18.8181818181818,16.1818181818182,,,2.62222222222222,1.725,1.3,12.95,48.0
Australia,South Australia,"Australia, South Australia",2020-02-20,1751691,0,0.0,2,0,3.3,17.4545454545455,14.4545454545455,,,3.12222222222222,1.88571428571429,1.25,12.7,44.0
Australia,South Australia,"Australia, South Australia",2020-02-21,1751691,0,0.0,2,0,3.3,18.0909090909091,13.0909090909091,,,2.63333333333333,1.7625,1.7375,10.975,28.0
Australia,South Australia,"Australia, South Australia",2020-02-22,1751691,0,0.0,2,0,3.3,16.7272727272727,12.8181818181818,,,2.6,2.04285714285714,1.78571428571429,10.675,29.0
Australia,South Australia,"Australia, South Australia",2020-02-23,1751691,0,0.0,2,0,3.3,17.6363636363636,13.4545454545455,,,2.68888888888889,1.85,1.5375,12.4125,29.0
Australia,South Australia,"Australia, South Australia",2020-02-24,1751691,0,0.0,2,0,3.3,19.4545454545455,15.2727272727273,,,4.16666666666667,2.27142857142857,2.02857142857143,10.8125,39.0
Australia,South Australia,"Australia, South Australia",2020-02-25,1751691,0,0.0,2,0,3.3,19.1818181818182,14.0,,,4.22222222222222,1.9625,1.8125,9.8375,70.0
Australia,South Australia,"Australia, South Australia",2020-02-26,1751691,0,0.0,2,0,3.3,16.0,13.1818181818182,,,3.78888888888889,1.9,2.1,10.9,28.0
Australia,South Australia,"Australia, South Australia",2020-02-27,1751691,0,0.0,2,0,3.3,18.8181818181818,18.2727272727273,,,3.17777777777778,1.6875,1.55,10.2375,39.0
Australia,South Australia,"Australia, South Australia",2020-02-28,1751691,0,0.5,2,0,3.3,17.2727272727273,13.5454545454545,,,3.27777777777778,1.825,1.75714285714286,10.8375,29.0
Australia,South Australia,"Australia, South Australia",2020-02-29,1751690,1,0.5,2,0,3.3,15.4545454545455,12.0909090909091,,,2.94444444444444,1.8,1.95,10.75,21.0
Australia,South Australia,"Australia, South Australia",2020-03-01,1751690,1,0.0,2,0,3.3,18.3636363636364,13.6363636363636,,,3.1,1.9625,1.575,11.6375,28.0
Australia,South Australia,"Australia, South Australia",2020-03-02,1751690,1,0.0,2,0,3.3,20.0,16.3636363636364,,,4.0,1.8125,1.3875,12.8875,
Australia,South Australia,"Australia, South Australia",2020-03-03,1751690,1,1.0,2,0,3.3,20.0,15.0909090909091,,,2.13333333333333,1.7875,1.26666666666667,11.225,
Australia,South Australia,"Australia, South Australia",2020-03-04,1751688,3,1.0,2,0,3.3,16.2727272727273,13.2727272727273,,,4.78888888888889,2.125,1.25,10.4375,
Australia,South Australia,"Australia, South Australia",2020-03-05,1751688,3,1.0,2,0,3.3,16.5454545454545,11.5454545454545,,,5.35555555555556,1.9625,1.225,10.225,
Australia,South Australia,"Australia, South Australia",2020-03-06,1751686,5,1.0,2,0,3.3,16.3636363636364,10.6363636363636,,,2.63333333333333,1.9375,1.28571428571429,11.425,
Australia,South Australia,"Australia, South Australia",2020-03-07,1751686,5,0.0,2,0,3.3,14.3636363636364,10.5454545454545,,,2.13333333333333,2.1625,2.35,11.625,
Australia,South Australia,"Australia, South Australia",2020-03-08,1751686,5,0.0,2,0,3.3,12.9090909090909,9.54545454545454,,,2.0375,1.9625,1.52857142857143,9.9,
Australia,South Australia,"Australia, South Australia",2020-03-09,1751686,5,0.0,2,0,3.3,12.8181818181818,9.27272727272727,,,2.8,2.125,1.55,9.9625,
Australia,South Australia,"Australia, South Australia",2020-03-10,1751686,5,1.0,2,0,3.3,13.5454545454545,10.5454545454545,,,4.61111111111111,1.75,1.3875,10.2375,
Australia,South Australia,"Australia, South Australia",2020-03-11,1751684,7,1.0,2,0,3.3,16.0,11.9090909090909,,,4.82222222222222,1.7,1.3375,10.45,
Australia,South Australia,"Australia, South Australia",2020-03-12,1751684,7,3.5,2,0,3.3,14.8181818181818,11.6363636363636,,,4.51111111111111,1.6375,1.4,10.1,
Australia,South Australia,"Australia, South Australia",2020-03-13,1751677,13,5.0,3,0,3.3,15.4545454545455,12.6363636363636,,,3.92222222222222,1.6375,1.31428571428571,10.4,
Australia,South Australia,"Australia, South Australia",2020-03-14,1751674,16,2.0,3,0,3.3,16.6,12.0,,,3.5125,1.1,2.4,11.7714285714286,
Australia,South Australia,"Australia, South Australia",2020-03-15,1751673,17,5.0,3,0,3.3,12.0909090909091,8.90909090909091,,,2.225,1.425,1.64285714285714,10.625,
Australia,South Australia,"Australia, South Australia",2020-03-16,1751664,26,4.5,3,0,3.3,12.5454545454545,10.0,,,2.86666666666667,1.75,1.9375,8.95,
Australia,South Australia,"Australia, South Australia",2020-03-17,1751664,26,4.0,3,0,3.3,14.0,11.4545454545455,,,3.65555555555556,1.9625,1.26666666666667,9.325,
Australia,South Australia,"Australia, South Australia",2020-03-18,1751656,34,6.5,3,0,3.3,15.6363636363636,14.1818181818182,,,4.85555555555556,1.75,1.64285714285714,11.325,
Australia,South Australia,"Australia, South Australia",2020-03-19,1751651,39,6.5,3,0,3.3,19.3636363636364,17.2727272727273,,,6.92222222222222,2.225,1.3125,11.95,
Australia,South Australia,"Australia, South Australia",2020-03-20,1751643,47,12.5,3,0,3.3,19.9090909090909,16.5454545454545,,,5.48888888888889,1.8875,1.1,12.5625,
Australia,South Australia,"Australia, South Australia",2020-03-21,1751626,64,25.0,3,0,3.3,19.6363636363636,14.7272727272727,,,2.61111111111111,1.5625,1.35714285714286,12.175,
Australia,South Australia,"Australia, South Australia",2020-03-22,1751593,97,33.5,3,0,3.3,18.1818181818182,13.3636363636364,,,2.41111111111111,1.75,1.45,12.7375,
Australia,South Australia,"Australia, South Australia",2020-03-23,1751559,131,35.0,3,0,3.3,15.6363636363636,11.8181818181818,,,2.65555555555556,1.5875,1.15,11.5125,
Australia,South Australia,"Australia, South Australia",2020-03-24,1751523,167,18.0,3,0,3.3,14.6363636363636,10.6363636363636,,,3.18888888888889,1.6,1.34285714285714,9.2875,
Australia,South Australia,"Australia, South Australia",2020-03-25,1751523,164,32.5,6,0,3.3,15.5,11.4,,,4.075,1.56666666666667,0.885714285714286,8.87142857142857,
Australia,South Australia,"Australia, South Australia",2020-03-26,1751458,229,43.5,6,0,3.3,16.4545454545455,11.9090909090909,,,3.68888888888889,1.6375,1.1,12.7875,
Australia,South Australia,"Australia, South Australia",2020-03-27,1751436,251,26.0,6,0,3.3,18.5454545454545,13.6363636363636,,,3.87777777777778,1.6625,1.31428571428571,9.675,
Australia,South Australia,"Australia, South Australia",2020-03-28,1751406,281,21.0,6,0,3.3,19.1818181818182,13.4545454545455,,,3.05555555555556,1.5375,1.15,11.5,
Australia,Victoria,"Australia, Victoria",2020-01-23,6594804,0,0.0,0,0,3.3,27.8181818181818,25.4545454545455,,,3.68888888888889,2.275,1.5875,12.175,
Australia,Victoria,"Australia, Victoria",2020-01-24,6594804,0,0.0,0,0,3.3,42.0,31.1818181818182,,,3.18888888888889,3.0375,2.38571428571429,9.6875,
Australia,Victoria,"Australia, Victoria",2020-01-25,6594804,0,0.5,0,0,3.3,30.7,26.4,,,2.375,1.95714285714286,1.78,10.4571428571429,
Australia,Victoria,"Australia, Victoria",2020-01-26,6594803,1,0.5,0,0,3.3,25.2,17.0,,,3.025,2.6,2.07142857142857,13.7428571428571,
Australia,Victoria,"Australia, Victoria",2020-01-27,6594803,1,0.0,0,0,3.3,40.9,22.0,,,2.2,3.15714285714286,1.5,13.4428571428571,
Australia,Victoria,"Australia, Victoria",2020-01-28,6594803,1,0.0,0,0,3.3,29.8,18.6,,,3.3375,3.0,2.9,10.4285714285714,
Australia,Victoria,"Australia, Victoria",2020-01-29,6594803,1,0.5,0,0,3.3,34.9090909090909,20.1818181818182,,,3.2125,2.9125,1.27142857142857,12.45,
Australia,Victoria,"Australia, Victoria",2020-01-30,6594802,2,1.0,0,0,3.3,30.0,20.0,,,3.93333333333333,2.77142857142857,1.7125,13.4375,
Australia,Victoria,"Australia, Victoria",2020-01-31,6594801,3,1.0,0,0,3.3,45.6363636363636,26.9090909090909,,,4.4,2.72857142857143,3.37142857142857,12.625,
Australia,Victoria,"Australia, Victoria",2020-02-01,6594800,4,0.5,0,0,3.3,25.8181818181818,23.2727272727273,,,4.16666666666667,2.4125,2.15714285714286,12.65,38.0
Australia,Victoria,"Australia, Victoria",2020-02-02,6594800,4,0.0,0,0,3.3,26.9090909090909,18.7272727272727,,,2.45555555555556,2.525,1.81428571428571,11.9125,25.0
Australia,Victoria,"Australia, Victoria",2020-02-03,6594800,4,0.0,0,0,3.3,20.0,14.9090909090909,,,2.47777777777778,2.3125,2.25,11.4625,32.0
Australia,Victoria,"Australia, Victoria",2020-02-04,6594800,4,0.0,0,0,3.3,36.4545454545455,22.3636363636364,,,2.27777777777778,2.95,2.44285714285714,11.85,40.0
Australia,Victoria,"Australia, Victoria",2020-02-05,6594800,4,0.0,0,0,3.3,22.9090909090909,17.0,,,2.8,2.375,2.37142857142857,10.125,43.0
Australia,Victoria,"Australia, Victoria",2020-02-06,6594800,4,0.0,0,0,3.3,26.7272727272727,16.3636363636364,,,3.87777777777778,2.6,1.4,9.075,46.0
Australia,Victoria,"Australia, Victoria",2020-02-07,6594800,4,0.0,0,0,3.3,29.1818181818182,16.9090909090909,,,3.61111111111111,2.6875,2.38333333333333,11.475,52.0
Australia,Victoria,"Australia, Victoria",2020-02-08,6594800,4,0.0,0,0,3.3,25.7272727272727,16.6363636363636,,,2.6625,2.775,1.51428571428571,11.125,74.0
Australia,Victoria,"Australia, Victoria",2020-02-09,6594800,4,0.0,0,0,3.3,15.7272727272727,15.6363636363636,,,1.66666666666667,2.4,1.11428571428571,10.95,110.0
Australia,Victoria,"Australia, Victoria",2020-02-10,6594800,4,0.0,0,0,3.3,19.8181818181818,15.7272727272727,,,3.31111111111111,2.5875,1.92857142857143,11.4625,73.0
Australia,Victoria,"Australia, Victoria",2020-02-11,6594800,4,0.0,0,0,3.3,22.1818181818182,15.0,,,3.77777777777778,2.3875,1.8375,13.3375,61.0
Australia,Victoria,"Australia, Victoria",2020-02-12,6594800,4,0.0,0,0,3.3,14.5454545454545,10.0909090909091,,,2.96666666666667,1.91428571428571,1.2,10.875,32.0
Australia,Victoria,"Australia, Victoria",2020-02-13,6594800,0,0.0,4,0,3.3,15.2727272727273,11.7272727272727,,,2.75555555555556,2.0625,1.18571428571429,8.9375,22.0
Australia,Victoria,"Australia, Victoria",2020-02-14,6594800,0,0.0,4,0,3.3,17.0909090909091,13.4545454545455,,,2.91111111111111,2.0375,1.75,10.225,21.0
Australia,Victoria,"Australia, Victoria",2020-02-15,6594800,0,0.0,4,0,3.3,19.0909090909091,13.7272727272727,,,2.73333333333333,1.9125,1.375,9.6,14.0
Australia,Victoria,"Australia, Victoria",2020-02-16,6594800,0,0.0,4,0,3.3,15.4545454545455,11.4545454545455,,,1.88888888888889,1.675,2.025,8.9125,17.0
Australia,Victoria,"Australia, Victoria",2020-02-17,6594800,0,0.0,4,0,3.3,16.0909090909091,12.2727272727273,,,4.11111111111111,2.1125,1.5,7.975,35.0
Australia,Victoria,"Australia, Victoria",2020-02-18,6594800,0,0.0,4,0,3.3,19.4545454545455,14.9090909090909,,,4.0,1.9875,2.05714285714286,12.225,34.0
Australia,Victoria,"Australia, Victoria",2020-02-19,6594800,0,0.0,4,0,3.3,18.8181818181818,16.1818181818182,,,2.62222222222222,1.725,1.3,12.95,48.0
Australia,Victoria,"Australia, Victoria",2020-02-20,6594800,0,0.0,4,0,3.3,17.4545454545455,14.4545454545455,,,3.12222222222222,1.88571428571429,1.25,12.7,44.0
Australia,Victoria,"Australia, Victoria",2020-02-21,6594800,0,0.0,4,0,3.3,18.0909090909091,13.0909090909091,,,2.63333333333333,1.7625,1.7375,10.975,28.0
